X,Y
2.464,11.515204806784483
4.8743,19.112087130147664
5.2569,20.61812167715042
4.6078,18.12269258040649
3.4567,12.75653860212326
7.9941,27.30458463024789
7.7097,27.0959730271262
9.6991,33.304987687163106
8.5841,28.05934318580461
5.5543,21.22071030635186
9.0932,30.91676143956034
0.3439,7.33059812361925
2.4773,13.345931353866789
1.8652,8.903691930118757
0.7773,6.725217839394372
7.1597,25.647560976269613
1.7232,10.209504687396077
6.2007,23.115700106569715
0.3143,7.469832425873621
4.4153,16.543908312193242
9.3673,32.67166728023221
8.128,28.19871234112229
2.9321,12.77666220107332
3.7331,15.778933173213575
0.1971,2.469445100991406
8.1707,28.373644016016225
3.8674,16.058953219153782
9.3076,31.642124923133228
2.6806,11.566896343377476
6.1145,20.986918195376592
0.828,6.3795507814625285
9.2938,31.30087655019528
8.7747,28.678701253043105
5.1892,18.513917580853644
9.3983,30.426460634437152
6.9603,23.41652511979018
4.5054,16.906687797840714
0.4073,5.586861002466225
1.834,10.555152853332904
9.5487,33.75428281673752
8.9389,29.64678316428971
0.9367,6.869730369920174
1.3752,8.573308560017315
0.7514,4.652234188102831
2.9214,12.860320776940984
0.2651,5.9847704889246405
2.4596,10.850183318250243
4.5329,19.01092055541543
4.9162,19.854125932957984
7.6151,26.152394802204093
8.5218,30.78416185169732
1.7639,9.2138628029872
8.9855,30.908788643858017
7.1335,26.728694141849054
5.6128,20.10746996005808
7.5514,26.26602318145877
0.7455,5.5987600157486845
3.7047,16.299804154662997
5.7828,20.985959058596865
1.4866,10.333097776217546
0.8411,6.228350321707972
4.8945,16.484694043379918
7.2901,25.299553706250524
1.6427,7.786410885866496
9.86,33.62381147197911
5.2965,19.849342049355656
8.1011,28.69910353343741
2.8077,11.771681996385553
2.8096,11.524892358535212
1.8657,9.743813686433322
8.2974,29.50756748401305
9.3273,31.975829088460102
9.1986,30.64247139174129
6.4087,24.937808480142344
8.1801,27.18044385902008
8.0367,27.942981919683145
8.9114,31.108256569847573
2.4241,11.2869881947292
1.9598,8.88104595926121
4.4076,17.67517179624973
6.2415,23.59579729745724
0.6936,5.233838651681673
3.5949,16.261240349725895
3.1171,14.930872145730712
6.2586,23.10456241030348
3.4921,12.586759269054468
4.4601,16.687879020126143
4.9837,18.770620086409373
3.9245,17.286949743242133
5.1833,19.51139153049929
3.7064,15.532999097451498
9.8238,31.710637240844186
7.2609,26.164635452231558
4.7347,19.39113030556038
7.1905,26.54669762978243
2.7865,12.293749738927012
2.2794,11.029299068019904
5.8339,21.56869071722487
9.6958,31.742949488965724
1.6293,9.34143430151398
5.4163,22.14878193489521
4.9725,19.050469674146875
0.1215,4.695380232214457
7.5454,25.532610682784227
3.6891,14.310504911430538
5.4923,21.474910109859653
2.9123,12.766656139495746
1.1324,7.483343883046374
1.5335,9.394764679621828
4.5084,16.69760977935128
0.1084,4.100566850002975
2.4735,11.115275295645333
1.8452,8.488689017318059
6.8423,24.609183989275422
1.7437,10.348395831588128
9.2832,32.285923669674034
7.375,26.44807927311603
1.6068,9.406764018755092
1.3927,7.712063498131759
5.6484,23.007724919243145
9.8565,34.00951445005334
5.4264,21.44002678737852
1.7701,11.467608213265503
3.4826,14.223034598107317
5.0272,18.12216076327652
5.2476,20.424300697372622
8.6073,30.56815356602722
6.602,25.894374704780727
5.568,22.277986763290038
3.6308,16.49974557601999
2.8869,11.733346865809423
0.931,6.92110441491079
8.7146,30.792509887589645
0.6108,4.485273710470303
2.0633,11.491641289398798
3.4107,14.874822759867545
5.3135,19.59124229568157
7.886,24.78573778671835
4.7158,17.58315240134261
7.4112,26.230225542589046
5.5676,21.29137840442061
5.9684,23.22011445358405
8.1055,28.026225455811343
7.2819,25.599637511870053
6.6252,25.328984477117704
3.7969,15.131795026295922
7.6162,27.55695644729936
7.4996,25.652443345009125
0.1659,4.849755396514297
3.0424,13.087644846143345
4.1824,19.04019951743279
5.4671,19.981113182904146
9.3683,32.782775319530906
2.7406,12.734905798176085
0.2637,4.692210346808857
1.7537,9.241680394112269
6.294,23.44032691252172
0.9398,5.0796862212219
1.243,8.753062525811462
6.5892,25.08519753560796
2.4399,11.71318538542175
1.9967,10.212233771633713
4.1877,17.36304190194205
8.2186,28.934794162223803
6.6504,23.6018832038818
9.4146,32.070728175716134
6.3114,22.398964788439432
0.9767,7.819730795623436
3.5567,14.908468982734789
0.7119,7.777715160136369
9.6322,31.34070435379637
2.9712,13.414694169939846
0.6708,6.497132817294474
0.6337,6.125784725751886
6.6354,22.467922021682632
3.3903,13.72471656678522
2.0514,9.81942466789346
4.0076,14.96040647185312
8.138,29.370702316794585
4.7605,19.28254609256714
2.246,10.446188731084456
2.5824,11.930559919779157
5.664,21.18158161659874
6.3353,23.65610117795866
2.5942,12.06588787154614
1.4489,6.898686099583756
1.5254,9.724837349428714
5.9023,21.901507455237244
7.9403,26.226196932733203
1.6122,9.343874031107298
9.7301,34.085493220027736
7.6949,25.88881693796481
5.0857,20.301260877069076
7.8962,27.25919445887475
7.5237,27.935240429973845
1.169,7.647886246911203
0.7586,6.248495460490068
6.9395,24.797132705651563
0.8023,6.647653179488569
5.3934,19.363264329012765
8.9483,30.07710243489587
2.3956,13.06795706944059
8.2646,27.22329939637682
0.11,5.415982116175032
6.635,24.782362290575676
6.4592,23.86857495163825
9.6107,32.163955914461006
2.4849,13.115959214547871
6.0112,21.963434288541357
9.2557,31.400072160916675
3.0461,13.40535026586926
4.2422,16.638317951648748
5.3711,20.9290372125393
3.1692,14.15479593970274
6.3743,25.199647983560844
3.8389,17.401286305934608
7.8365,25.70751956241998
4.8452,19.25455331066507
6.652,23.239177679397194
8.557,29.304175588185316
1.4008,9.281080833431297
0.3931,5.639272142939116
2.1582,10.046484839034086
6.3184,21.362206266468327
9.0827,30.692900473306803
4.6201,16.297754143113455
0.2007,5.1403960790496335
2.4317,11.84183356820138
5.2016,21.135550832343696
6.5275,22.583197767705087
9.5041,31.77677005741023
5.0268,19.45761187506452
6.0956,21.72787815272841
9.3834,32.92856107616664
8.3493,28.9275188360464
3.7694,17.162292566334187
5.7078,21.85827778604982
3.7461,15.174161653407008
5.8337,20.48634326930713
7.379,25.09709407287447
8.1722,27.84020769794073
1.1005,8.579951862607299
8.9805,31.97146081758116
5.0342,19.13460414906577
3.0088,12.326279185060825
1.6628,9.938707591973577
8.9711,28.489420673371043
6.9039,23.958282129653817
7.9579,27.503085667913894
3.6019,13.52270777581143
1.0312,7.273494151153478
3.18,13.568744822934818
8.7734,31.029203757588512
1.6163,7.881923856870787
7.0624,24.351852946740244
4.2818,16.883403478168198
4.4845,17.8939747379604
9.844,31.35933045398596
5.6989,21.56547425607502
8.1744,28.05858270270161
4.1893,19.761007567844864
2.3818,10.640625078771784
5.1075,21.485754723305455
2.4247,11.542692278863258
5.0525,20.075816606002316
1.816,10.184843897092431
1.1063,7.218745923520047
8.772,30.19425249161672
4.0941,14.93632031975325
8.4922,30.04918278135616
3.2208,14.734907337309805
4.3613,19.022828999058284
6.2771,23.15446771418478
9.3437,32.207541555277224
1.4011,8.382881781939599
6.1825,23.543547685805816
0.2539,5.100183843461691
1.5167,8.522585094949363
2.8203,13.84517281851052
7.3257,25.323024316872576
7.2572,23.61870940704752
7.0248,23.498007843015756
3.352,13.327997058770864
9.8664,33.90902071022703
5.8366,23.829129539981693
9.297,32.957674689589155
4.2544,16.15341709568062
5.769,23.382260872625267
9.4612,34.97316364201861
3.6427,16.48961119672685
8.9677,32.60531494463524
6.8301,23.1672102065925
7.7091,27.86942749107189
1.7804,10.260428934575204
4.9252,18.086412181910436
9.0845,30.97217244288179
1.1204,8.114541621104532
1.7329,7.2004993154678925
7.8917,27.45384637641423
3.1931,13.68467550614596
0.13,5.38831089814796
6.815,25.707584103427184
9.4023,32.804300069849866
5.7006,21.32625181855997
2.3221,10.594093223928947
7.4747,27.92543365195549
5.1168,19.806287772081607
3.7558,16.4161657003721
8.4488,28.65824965482228
7.3507,27.07467043200964
2.652,12.65422331361359
9.1441,31.129120217165724
8.699,27.73406756445816
0.4316,3.3010643574285448
0.453,4.604724149980642
1.6262,7.547367046442222
3.7728,15.826235756289623
4.3483,16.86901418756766
6.3348,22.871766253617427
8.9267,31.967779388461565
7.4826,25.790905721028604
1.9069,9.317051536758004
6.0672,22.26327984984797
8.9053,28.749543410624
0.8535,6.113178104341249
1.3402,7.40719733645906
0.4697,4.341297078420808
9.2659,32.18950400540255
8.7212,30.12795851770252
3.2518,13.367698440064016
9.1486,31.42144540773901
1.5436,7.743307822197901
7.2822,25.28252136926327
8.3833,29.68640984357041
8.084,26.766439626963027
9.5405,32.678149924897106
6.7756,24.08556394214367
4.3166,16.78267828621359
7.2227,25.429167900830304
4.7207,18.58569906559346
9.9687,35.187116361735114
2.0642,9.257161297955406
5.2307,17.82556338292694
4.938,20.608557863517788
0.1454,5.626846274786342
9.4046,32.736635488035496
7.4761,26.20181590115017
8.6236,29.29428959927328
3.2368,14.907031486645652
1.1753,7.146772259012513
5.6094,22.31892613684995
0.9944,7.823820026504553
1.0147,8.54749830176715
3.7202,15.264801103951877
0.1811,5.009729982433527
4.2899,16.77136037320525
7.6246,25.87541456081171
5.022,19.133855510527408
7.4649,27.03554286126701
1.5602,9.24039044793104
3.4208,15.02848027838469
2.1145,9.978547270457115
2.5789,10.762170695329358
6.279,24.850387247526623
4.3913,16.149713175670794
1.1356,6.467464606181245
8.4183,28.801671950672723
6.6864,23.2086795457907
0.2542,4.746177103927248
4.2413,17.152716500330573
7.9527,28.81340520857051
6.2209,23.42185516030265
3.892,14.69351260646169
3.0953,13.99400867668859
5.2007,19.07923997284673
0.6505,7.398477884353732
6.4115,22.963376398957436
6.3226,24.116245709196757
6.4203,24.046700158650832
9.4291,32.19200446761305
5.1423,18.94815137833652
2.3107,12.249215067339865
7.9481,29.161694065634325
8.9026,31.94389317521044
1.2749,6.946717413243439
8.1447,29.4158654869916
2.8654,12.128498798688108
6.7252,24.39951413406466
4.104,16.877509645631545
4.1262,16.659791423969374
1.8188,8.084498857068644
9.7439,33.42374911649004
3.6363,14.46246638544947
8.2874,27.7394779784377
9.6988,33.92992896160893
6.791,23.26979163427832
0.0695,4.853984181141075
5.9508,21.714951485372307
5.9413,21.155809546356952
5.8059,20.99134240379445
2.4535,11.430552163113182
2.8093,12.594352208213056
1.2466,8.176359804157668
1.8182,8.373543459591737
6.7214,23.142967182869288
1.2204,7.143911549899628
2.7738,11.22908723532742
2.8185,12.130668616491375
5.552,22.456940432910816
7.4395,25.861403743413728
3.254,15.559686526849523
5.8623,20.33261057683075
9.395,31.180859233247933
0.271,3.8064574347203584
7.0366,25.052181202966416
9.0647,30.705250578213725
7.3087,26.51862694920118
5.7447,21.06391537747507
5.2224,19.173443416838687
0.5182,5.181766847908233
3.851,13.884415926122411
1.3977,8.889487447456714
6.4921,23.27271963989764
4.9263,20.41801680544407
9.1731,30.90753090909472
5.1884,18.55546929529006
5.2439,19.652058608754285
2.9359,14.187791354147452
0.8414,6.949657561784965
6.3231,23.841757328280146
4.0348,15.76731402888196
1.6366,10.387330081055262
9.0255,32.468502286344595
3.366,15.824963851233406
0.738,7.886572386837704
0.0463,5.513776419148185
8.4645,29.18982624982303
2.4929,13.325407325736034
5.8992,20.212702031550094
8.0683,29.05831555878031
9.5071,31.18595564128989
9.143,31.619499679779068
1.066,7.273433638901593
2.1296,10.391846020153414
8.631,30.095923020851306
0.092,3.117635310807457
9.6563,34.000744539468634
1.4992,8.864965506816178
9.498,31.390633393826125
8.877,29.96809908244905
1.112,6.5323254320302695
9.6119,31.7394249131048
7.1324,24.598902755461545
0.9783,7.985554396007612
8.9634,32.411516051922455
3.5059,15.467254135441324
6.1585,21.329154606981312
2.2925,11.79108462623325
9.5393,32.04419999606143
2.1234,9.09345142417969
6.9597,24.79838341989142
1.6894,9.74612587133927
1.7744,9.88710912005236
9.1324,31.657873765823908
3.2078,12.09787482907526
0.1309,4.505970410537764
2.7215,11.541850638265547
5.9359,23.863907129940323
0.5476,5.663593707675408
5.8431,21.69866082403608
3.3424,15.667164529371394
6.8473,23.75591053949205
4.5244,16.010009191303343
3.7016,17.247070358611865
3.9224,13.213278865098046
1.5615,8.389098589860971
1.3637,8.52803816974635
5.7161,22.818204504351407
2.4185,9.824724897881952
2.518,9.129759739727056
4.8114,17.99674169967659
9.9296,32.579158981308794
2.579,10.512701763710634
6.1342,22.791178604530963
0.4523,6.341222398476583
5.277,21.05866899247329
7.0408,25.282973981049864
0.3655,4.141377420650647
5.4355,21.84974352827219
8.5114,29.93342312260528
1.3949,7.668655271782626
9.6265,32.9314458858073
1.1882,9.192996623128538
3.6778,13.753095601329106
7.983,27.92344592900855
3.8314,13.87788939156341
8.9722,30.23554834252512
8.0348,30.54415240633928
7.3644,26.786305607263145
5.7344,21.522981934142532
6.2013,23.21303812090717
4.3385,15.872495087269517
8.2126,29.864733223884308
7.9519,27.59665785417929
9.8652,34.769073857485324
4.1741,16.214521765047
2.3723,9.820068052044157
2.7074,12.447996316582168
1.0789,8.425093273448084
0.9444,6.194238252310497
6.3756,23.46125678998703
0.563,6.257983079185276
3.5597,14.488417599236652
7.1218,24.363779990105087
2.8571,12.605383468259229
8.9609,30.48936118767264
8.7358,29.84207844868789
6.1185,23.293783805976
5.3259,20.70008135782777
1.9872,9.406122880839746
4.1038,16.895328185325962
8.0936,27.65523729849047
7.7553,27.29011945667276
7.0097,26.27684207267373
3.1436,12.94136055748178
